combination,r2,q2,mae,rmsd,threshold,model
"('B1_20-9', 'L_20-9', 'dipole_y_10-11-12', 'dipole_z_base_symmetry')",0.13730711605538226,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'total_dipole_10-11-12')",0.2699676963915686,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'hirshfeld_atom_12')",0.6261837758919704,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'cm5_atom_5')",0.2324534930473423,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'cm5_atom_12')",0.26877791099298287,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'B1_11-6')",0.2456718681318636,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'B5_11-6')",0.25203519448391865,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'L_11-6')",0.24943924060065614,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'bond_length_12-14')",0.4414401157081528,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'cone_angle')",0.3084857656634623,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'bite_angle')",0.5992106754733152,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'bite_angle_inverted')",0.32862289798385247,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'buried_volume')",0.6151722977257721,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'HOMO-LUMO Gap (eV)')",0.44906853243330846,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'dipole_x_base_symmetry')",0.39454413952419265,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'dipole_y_base_symmetry')",0.23683442592496717,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_z_10-11-12', 'dipole_z_base_symmetry')",0.2779657722808142,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'hirshfeld_atom_12')",0.5322286814482307,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'cm5_atom_5')",0.1528303036296429,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'cm5_atom_12')",0.160046920334862,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'B1_11-6')",0.11548851644392022,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'B5_11-6')",0.23170892424734546,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'L_11-6')",0.24593699521424361,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'bond_length_12-14')",0.37536265003468794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'cone_angle')",0.16094477271557273,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'bite_angle')",0.5822304165256622,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'bite_angle_inverted')",0.23059654510536587,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'buried_volume')",0.554358203540472,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'HOMO-LUMO Gap (eV)')",0.35570937327496566,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'dipole_x_base_symmetry')",0.3650235859985006,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'dipole_y_base_symmetry')",0.11588418752649565,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'total_dipole_10-11-12', 'dipole_z_base_symmetry')",0.14225231637847935,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'cm5_atom_5')",0.559964971258262,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'cm5_atom_12')",0.5233088553111978,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'B1_11-6')",0.5100981769158637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'B5_11-6')",0.5529571005311136,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'L_11-6')",0.5844351315562013,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'bond_length_12-14')",0.5079695450407369,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'cone_angle')",0.5095898727989614,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'bite_angle')",0.5945256776983487,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'bite_angle_inverted')",0.5070510553680017,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'buried_volume')",0.5265451624388047,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'HOMO-LUMO Gap (eV)')",0.6732903467851783,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'dipole_x_base_symmetry')",0.5767193375817772,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'dipole_y_base_symmetry')",0.5093341684941648,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'hirshfeld_atom_12', 'dipole_z_base_symmetry')",0.5067079738342473,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'cm5_atom_12')",0.17756833726475618,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'B1_11-6')",0.12561304961805386,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'B5_11-6')",0.2216098349490101,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'L_11-6')",0.18866946526704464,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'bond_length_12-14')",0.4956643502472581,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'cone_angle')",0.271984158989813,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'bite_angle')",0.5918775552517592,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'bite_angle_inverted')",0.362028426109796,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'buried_volume')",0.5814908498814044,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'HOMO-LUMO Gap (eV)')",0.3810130384821864,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'dipole_x_base_symmetry')",0.32802524812980405,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'dipole_y_base_symmetry')",0.11898612210875814,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_5', 'dipole_z_base_symmetry')",0.16981849722345888,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'B1_11-6')",0.15928195105280085,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'B5_11-6')",0.2692399941945639,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'L_11-6')",0.19834476013344293,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'bond_length_12-14')",0.37011392554117717,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'cone_angle')",0.18526107380222157,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'bite_angle')",0.6241368008090182,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'bite_angle_inverted')",0.22431721555271433,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'buried_volume')",0.50870961075366,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'HOMO-LUMO Gap (eV)')",0.4192621567705529,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'dipole_x_base_symmetry')",0.34078123640083,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'dipole_y_base_symmetry')",0.15436290161415056,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cm5_atom_12', 'dipole_z_base_symmetry')",0.20966608941731935,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'B5_11-6')",0.20654689984525731,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'L_11-6')",0.19026176263704075,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'bond_length_12-14')",0.36520085073090625,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'cone_angle')",0.1696238876226086,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'bite_angle')",0.5866768410498198,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'bite_angle_inverted')",0.22733396472725875,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'buried_volume')",0.5237966091934754,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'HOMO-LUMO Gap (eV)')",0.36290945340634573,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'dipole_x_base_symmetry')",0.3280483596696341,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'dipole_y_base_symmetry')",0.09873427370511856,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B1_11-6', 'dipole_z_base_symmetry')",0.13842673812842965,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'L_11-6')",0.25153687319211415,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'bond_length_12-14')",0.39541670224233394,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'cone_angle')",0.26280805301709276,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'bite_angle')",0.583420411726801,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'bite_angle_inverted')",0.28435873667809797,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'buried_volume')",0.5581465194927451,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'HOMO-LUMO Gap (eV)')",0.4646517710754585,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'dipole_x_base_symmetry')",0.36538022510280865,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'dipole_y_base_symmetry')",0.2070760293608509,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'B5_11-6', 'dipole_z_base_symmetry')",0.27356080363791757,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'bond_length_12-14')",0.43029532255136926,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'cone_angle')",0.3178650843617574,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'bite_angle')",0.587079193394823,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'bite_angle_inverted')",0.3268517048807622,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'buried_volume')",0.6206236477690816,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'HOMO-LUMO Gap (eV)')",0.4486027928431596,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'dipole_x_base_symmetry')",0.32818135600938125,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'dipole_y_base_symmetry')",0.18876165635053288,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'L_11-6', 'dipole_z_base_symmetry')",0.3953068341410626,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'cone_angle')",0.40892983446249,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'bite_angle')",0.587503661018824,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'bite_angle_inverted')",0.3983659004182375,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'buried_volume')",0.5143798622423289,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'HOMO-LUMO Gap (eV)')",0.6005180411744007,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'dipole_x_base_symmetry')",0.453805134012759,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'dipole_y_base_symmetry')",0.3672645203179218,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bond_length_12-14', 'dipole_z_base_symmetry')",0.37327633409341754,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'bite_angle')",0.6013423878620447,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'bite_angle_inverted')",0.2457898427931582,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'buried_volume')",0.5233097021515157,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'HOMO-LUMO Gap (eV)')",0.39172187477958753,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'dipole_x_base_symmetry')",0.38063856640962157,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'dipole_y_base_symmetry')",0.16155775914750592,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'cone_angle', 'dipole_z_base_symmetry')",0.17287407723589376,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'bite_angle_inverted')",0.5932295260172187,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'buried_volume')",0.6200664229398734,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'HOMO-LUMO Gap (eV)')",0.7487810221160851,0.5431411542012734,0.43002682090123345,0.5367787922008496,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'dipole_x_base_symmetry')",0.5949618370592562,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'dipole_y_base_symmetry')",0.5841883455359325,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle', 'dipole_z_base_symmetry')",0.5961927586690847,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle_inverted', 'buried_volume')",0.506822791726721,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle_inverted', 'HOMO-LUMO Gap (eV)')",0.4582874180579183,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle_inverted', 'dipole_x_base_symmetry')",0.4083728866155756,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle_inverted', 'dipole_y_base_symmetry')",0.2206451559767425,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'bite_angle_inverted', 'dipole_z_base_symmetry')",0.23212119675269594,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'buried_volume', 'HOMO-LUMO Gap (eV)')",0.640783154010836,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'buried_volume', 'dipole_x_base_symmetry')",0.6190432178636458,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'buried_volume', 'dipole_y_base_symmetry')",0.529086686503914,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'buried_volume', 'dipole_z_base_symmetry')",0.5070476194856266,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_x_base_symmetry')",0.6424586338921567,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_y_base_symmetry')",0.35540473229562153,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_z_base_symmetry')",0.3732075731823826,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_base_symmetry', 'dipole_y_base_symmetry')",0.3639117512804594,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'L_20-9', 'dipole_x_base_symmetry', 'dipole_z_base_symmetry')",0.4121293620634785,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
